nose_x,nose_y,nose_z,left_eye_x,left_eye_y,left_eye_z,right_eye_x,right_eye_y,right_eye_z,left_ear_x,left_ear_y,left_ear_z,right_ear_x,right_ear_y,right_ear_z,left_shoulder_x,left_shoulder_y,left_shoulder_z,right_shoulder_x,right_shoulder_y,right_shoulder_z,label
0.40613,0.473701,-0.762933,0.457052,0.442121,-0.724862,0.393369,0.432344,-0.690135,0.48821,0.473396,-0.464922,0.391544,0.469505,-0.285343,0.602985,0.739463,-0.406581,0.286578,0.78193,-0.035032,0
0.40729,0.473884,-0.757877,0.457385,0.442135,-0.724369,0.394545,0.43335,-0.686568,0.487975,0.475216,-0.472566,0.392198,0.472043,-0.285051,0.605881,0.740877,-0.415323,0.28664,0.783504,-0.038795,0
0.418314,0.474913,-0.713848,0.464662,0.442713,-0.676711,0.402463,0.435538,-0.64505,0.490293,0.477508,-0.411153,0.392373,0.475296,-0.258992,0.605818,0.738816,-0.356826,0.286469,0.785684,-0.056423,0
0.419518,0.472261,-0.793151,0.47076,0.441723,-0.74274,0.405546,0.432805,-0.721126,0.495546,0.476662,-0.416771,0.394471,0.471165,-0.304044,0.609615,0.742042,-0.337203,0.285483,0.780506,-0.104629,0
0.426722,0.486356,-0.785378,0.485437,0.450592,-0.741977,0.411342,0.435727,-0.717016,0.501294,0.476621,-0.451267,0.399909,0.468971,-0.31176,0.609783,0.745394,-0.363564,0.282934,0.776662,-0.036141,0
0.430746,0.485175,-0.780699,0.487737,0.452437,-0.730036,0.415299,0.434537,-0.715645,0.506757,0.477735,-0.407406,0.403995,0.46482,-0.332239,0.609602,0.747407,-0.296678,0.280853,0.773865,-0.073493,0
0.433177,0.49491,-0.807276,0.480374,0.464347,-0.746837,0.411525,0.451865,-0.741984,0.504888,0.496125,-0.399316,0.399655,0.480535,-0.36286,0.610932,0.770681,-0.287258,0.277098,0.782634,-0.142516,0
0.441048,0.486936,-0.830789,0.479576,0.461472,-0.765069,0.415268,0.452764,-0.759214,0.511723,0.499636,-0.391555,0.399578,0.482598,-0.374826,0.614564,0.77844,-0.270695,0.275516,0.784318,-0.14447,0
0.451093,0.484456,-0.790799,0.480609,0.451598,-0.727448,0.418217,0.446304,-0.726571,0.514022,0.4935,-0.354052,0.394535,0.475256,-0.365532,0.610379,0.772059,-0.204126,0.276324,0.773869,-0.126082,0
0.422059,0.478146,-0.71307,0.459809,0.441066,-0.662345,0.395258,0.439977,-0.646437,0.492187,0.473584,-0.340314,0.378809,0.464231,-0.259931,0.608096,0.727981,-0.24974,0.294621,0.746948,0.024294,0
0.421037,0.482657,-0.695128,0.459251,0.443192,-0.645048,0.390523,0.444242,-0.632813,0.492783,0.474875,-0.322935,0.372598,0.472497,-0.265375,0.61407,0.732091,-0.209843,0.302805,0.749247,-0.036534,0
0.421233,0.486675,-0.791946,0.459437,0.446076,-0.728439,0.389929,0.446265,-0.728434,0.493073,0.477594,-0.343568,0.371104,0.475125,-0.348043,0.615712,0.756678,-0.179586,0.283289,0.756728,-0.155817,0
0.421279,0.495091,-0.853738,0.459606,0.451935,-0.797472,0.389864,0.451392,-0.79365,0.493296,0.480897,-0.399132,0.371323,0.477593,-0.400986,0.616752,0.75736,-0.196484,0.281119,0.756541,-0.171698,0
0.422682,0.495038,-0.881861,0.460859,0.452202,-0.821976,0.390342,0.451568,-0.824292,0.494098,0.481832,-0.434869,0.37148,0.477996,-0.442964,0.616818,0.757433,-0.206471,0.280886,0.756644,-0.233972,0
0.42569,0.495712,-0.887997,0.463914,0.453487,-0.829676,0.392398,0.451886,-0.832865,0.495214,0.48428,-0.447705,0.371873,0.4784,-0.460235,0.614116,0.757681,-0.200742,0.278392,0.762226,-0.262427,0
0.425925,0.502841,-0.746393,0.464436,0.457655,-0.690018,0.392498,0.455372,-0.691161,0.495301,0.487453,-0.318747,0.371701,0.48072,-0.321022,0.607652,0.760221,-0.090104,0.283524,0.750118,-0.135539,0
0.422696,0.513538,-0.651979,0.462892,0.465923,-0.600029,0.390752,0.462309,-0.598965,0.494649,0.494254,-0.258276,0.37085,0.484945,-0.247485,0.595848,0.756047,-0.052903,0.290559,0.731375,-0.091846,0
0.422871,0.511717,-0.714298,0.462363,0.466112,-0.652916,0.390461,0.461979,-0.659487,0.49269,0.495068,-0.275678,0.36763,0.485981,-0.301747,0.587893,0.757442,-0.072543,0.281391,0.733491,-0.113413,0
0.422803,0.510222,-0.612094,0.461747,0.465802,-0.553367,0.39028,0.461207,-0.564234,0.489766,0.495122,-0.195252,0.365447,0.485755,-0.240453,0.580255,0.759292,0.000917,0.27673,0.734198,-0.110605,0
0.422012,0.509365,-0.623698,0.459355,0.465611,-0.565901,0.389297,0.461025,-0.576147,0.485631,0.495236,-0.205389,0.362607,0.485806,-0.248014,0.576464,0.763433,0.017055,0.275324,0.734685,-0.114741,0
0.417745,0.510405,-0.57339,0.454864,0.465984,-0.518855,0.386306,0.462523,-0.531192,0.480649,0.495688,-0.167743,0.359514,0.485969,-0.213356,0.57188,0.764298,0.040388,0.268834,0.73462,-0.087901,0
0.414632,0.511413,-0.594221,0.452154,0.466203,-0.541427,0.384895,0.463792,-0.549722,0.478707,0.496242,-0.194552,0.359207,0.48651,-0.226367,0.571184,0.764968,0.036621,0.269906,0.730087,-0.09991,0
0.41347,0.512257,-0.607666,0.451645,0.466403,-0.553745,0.384324,0.464589,-0.558682,0.478611,0.49658,-0.205237,0.358928,0.48736,-0.230016,0.571353,0.76276,0.005654,0.272284,0.727998,-0.092939,0
0.413338,0.512989,-0.66284,0.452066,0.467035,-0.607431,0.38429,0.466314,-0.609525,0.480149,0.496848,-0.258884,0.359392,0.490658,-0.261339,0.585375,0.761191,-0.067838,0.285744,0.732968,-0.114398,0
0.414688,0.513874,-0.773688,0.45336,0.467671,-0.718695,0.385307,0.466677,-0.718061,0.483966,0.497158,-0.354194,0.362018,0.491735,-0.345819,0.594242,0.759048,-0.135192,0.290784,0.745311,-0.159633,0
0.42242,0.512868,-0.900539,0.457462,0.466916,-0.850602,0.388575,0.465992,-0.846532,0.490632,0.496642,-0.497673,0.36445,0.492138,-0.471454,0.60849,0.754402,-0.274469,0.287825,0.780744,-0.247717,0
0.428449,0.510985,-0.805584,0.46264,0.465451,-0.758401,0.393853,0.464542,-0.750547,0.497439,0.495422,-0.451055,0.369034,0.491901,-0.385705,0.61452,0.747396,-0.178282,0.289964,0.775515,-0.204807,0
0.434787,0.511157,-0.836399,0.46867,0.465101,-0.784115,0.399756,0.464667,-0.782318,0.504598,0.494804,-0.437281,0.374077,0.491963,-0.418339,0.62154,0.745602,-0.206434,0.291804,0.77719,-0.29667,0
0.442183,0.511376,-0.702801,0.474959,0.465038,-0.659821,0.407725,0.464892,-0.655224,0.510691,0.49457,-0.360219,0.382741,0.492367,-0.328145,0.626917,0.746226,-0.159855,0.303841,0.771981,-0.243719,0
0.448459,0.513176,-0.679962,0.480829,0.466132,-0.632692,0.413781,0.46563,-0.631675,0.515434,0.495886,-0.323745,0.38644,0.493501,-0.309452,0.628763,0.752753,-0.130291,0.302679,0.772231,-0.249853,0
0.448334,0.514595,-0.750386,0.481994,0.467576,-0.699792,0.414322,0.466399,-0.701515,0.516184,0.497898,-0.373818,0.387181,0.494442,-0.37273,0.625205,0.755678,-0.147086,0.299701,0.764536,-0.266677,0
0.447439,0.513378,-0.788126,0.481631,0.467323,-0.734635,0.413878,0.466031,-0.737631,0.514224,0.498393,-0.393031,0.386881,0.493961,-0.403537,0.61823,0.752904,-0.142107,0.296698,0.760111,-0.274134,0
0.442828,0.516737,-0.745571,0.479448,0.469504,-0.700407,0.41013,0.467419,-0.701703,0.508813,0.499139,-0.382629,0.384647,0.494525,-0.382882,0.613898,0.753679,-0.133349,0.292325,0.760303,-0.269651,0
0.439188,0.516481,-0.684822,0.47627,0.469302,-0.638032,0.405607,0.467523,-0.638435,0.502289,0.498714,-0.330589,0.380082,0.49425,-0.326746,0.610418,0.752934,-0.133015,0.284213,0.766897,-0.235559,0
0.438059,0.514742,-0.671232,0.473685,0.468414,-0.623889,0.402814,0.467222,-0.624416,0.498697,0.497834,-0.321805,0.37673,0.494404,-0.315406,0.606959,0.751996,-0.102466,0.281061,0.767376,-0.216209,0
0.436533,0.513693,-0.713213,0.471504,0.467505,-0.663947,0.400895,0.466954,-0.665446,0.496451,0.496673,-0.340381,0.375173,0.494446,-0.342797,0.606041,0.751127,-0.111015,0.280689,0.763879,-0.249808,0
0.436616,0.514038,-0.697804,0.471542,0.467756,-0.64987,0.400988,0.46701,-0.654137,0.496531,0.49711,-0.331653,0.375136,0.494721,-0.345713,0.605988,0.752244,-0.103579,0.280772,0.762842,-0.253465,0
0.436664,0.515713,-0.783113,0.471606,0.46917,-0.73085,0.401185,0.468309,-0.733796,0.497087,0.498664,-0.383788,0.375438,0.497092,-0.39146,0.60693,0.756737,-0.148432,0.281179,0.765142,-0.264233,0
0.437212,0.516886,-0.787578,0.471809,0.470241,-0.735608,0.401839,0.469071,-0.741062,0.497497,0.499497,-0.392383,0.375667,0.497969,-0.410679,0.60405,0.751179,-0.149624,0.281606,0.759309,-0.290941,0
0.438362,0.515952,-0.716776,0.471965,0.469598,-0.665823,0.402778,0.468528,-0.66949,0.497908,0.499025,-0.339668,0.375743,0.497179,-0.348456,0.601336,0.743251,-0.137497,0.28808,0.738984,-0.2755,0
0.445629,0.516814,-0.696156,0.473745,0.472629,-0.640813,0.407284,0.471096,-0.648037,0.499038,0.499553,-0.284276,0.37616,0.498009,-0.314,0.598901,0.739415,-0.074774,0.296809,0.738212,-0.165919,0
0.469331,0.526506,-0.610753,0.485386,0.481379,-0.563937,0.427726,0.481871,-0.57145,0.500121,0.501599,-0.249621,0.379384,0.503524,-0.283044,0.598429,0.753098,-0.026857,0.292421,0.757872,-0.147799,0
0.47599,0.5282,-0.758833,0.494238,0.484247,-0.696696,0.435237,0.483821,-0.706991,0.50492,0.50423,-0.322477,0.385103,0.507615,-0.366295,0.610004,0.76707,-0.079622,0.287001,0.77684,-0.22004,0
0.478973,0.529844,-0.790198,0.497689,0.488773,-0.732521,0.438309,0.48571,-0.74534,0.507079,0.509135,-0.385682,0.387187,0.511435,-0.443911,0.613696,0.768212,-0.180803,0.286755,0.780366,-0.277854,0
0.479141,0.529088,-0.79382,0.500463,0.487983,-0.738571,0.44002,0.484448,-0.748439,0.512811,0.50939,-0.388265,0.389761,0.509697,-0.429947,0.620332,0.767852,-0.172659,0.287644,0.775053,-0.257004,0
0.479081,0.52782,-0.788652,0.500842,0.486793,-0.735479,0.440519,0.482812,-0.742497,0.515318,0.510163,-0.39626,0.392993,0.507519,-0.426622,0.621473,0.769312,-0.190573,0.288325,0.774508,-0.254208,0
0.478942,0.523413,-0.790864,0.501095,0.482044,-0.73652,0.440746,0.477904,-0.746115,0.51752,0.508555,-0.404484,0.394503,0.500372,-0.435725,0.623464,0.768564,-0.194521,0.29052,0.767697,-0.286073,0
0.478017,0.521844,-0.801113,0.50009,0.480096,-0.748453,0.439047,0.476209,-0.758769,0.51754,0.507303,-0.422075,0.394514,0.497753,-0.451204,0.624438,0.768104,-0.214288,0.290823,0.76759,-0.32254,0
0.475286,0.521928,-0.832553,0.4985,0.479867,-0.776934,0.435651,0.476337,-0.783506,0.517578,0.507374,-0.432282,0.394285,0.497728,-0.455541,0.625078,0.768081,-0.221088,0.290953,0.771453,-0.308143,0
0.465994,0.523869,-0.873722,0.49311,0.479671,-0.817061,0.42611,0.47774,-0.823068,0.517659,0.507553,-0.463389,0.391957,0.500238,-0.484234,0.62524,0.768463,-0.236124,0.291002,0.771777,-0.326956,0
0.459664,0.525998,-0.823216,0.489695,0.480022,-0.770343,0.421389,0.479649,-0.77464,0.517581,0.507845,-0.442787,0.391012,0.504038,-0.452633,0.626374,0.77068,-0.225908,0.291389,0.773686,-0.309327,0
0.458089,0.527604,-0.789516,0.488752,0.480636,-0.743822,0.420537,0.481297,-0.747112,0.517436,0.508164,-0.439591,0.390906,0.506757,-0.444092,0.626389,0.769226,-0.22872,0.291925,0.772097,-0.289206,0
0.453107,0.527684,-0.758994,0.487216,0.48097,-0.710221,0.417224,0.481427,-0.714188,0.516484,0.50903,-0.407895,0.389806,0.506756,-0.413145,0.625775,0.769143,-0.221596,0.290358,0.776387,-0.271678,0
0.448977,0.525941,-0.793412,0.48498,0.479949,-0.7426,0.411971,0.480307,-0.743463,0.513552,0.507334,-0.430441,0.386418,0.505809,-0.423998,0.625538,0.769541,-0.248351,0.285969,0.781813,-0.293931,0
0.444389,0.509557,-0.803099,0.481974,0.464658,-0.758793,0.404578,0.468571,-0.752872,0.509292,0.491336,-0.453869,0.380612,0.495166,-0.420209,0.627712,0.770306,-0.254337,0.282642,0.776708,-0.272634,0
0.440727,0.474232,-0.859285,0.479612,0.428038,-0.808753,0.400092,0.434509,-0.800265,0.506961,0.460842,-0.496717,0.377928,0.470485,-0.443861,0.635069,0.769576,-0.313978,0.276264,0.77235,-0.264466,0
0.442302,0.452597,-0.891291,0.480361,0.404636,-0.836229,0.4002,0.409226,-0.82837,0.510979,0.441365,-0.51084,0.377569,0.452452,-0.456656,0.644292,0.768718,-0.331801,0.273972,0.773152,-0.29448,0
0.442032,0.437108,-0.893027,0.482106,0.389831,-0.841997,0.399279,0.391586,-0.826569,0.522909,0.429602,-0.538599,0.37721,0.43425,-0.439748,0.669592,0.789745,-0.409287,0.268519,0.775052,-0.257284,0
0.441072,0.43827,-0.904698,0.485932,0.388859,-0.854867,0.3985,0.389684,-0.828046,0.530344,0.429339,-0.547823,0.377146,0.431156,-0.429355,0.678596,0.804783,-0.41376,0.261736,0.785574,-0.248803,0
0.440652,0.43981,-0.884603,0.488221,0.389612,-0.834778,0.397387,0.390614,-0.814818,0.532174,0.430526,-0.532403,0.375565,0.4326,-0.416367,0.684583,0.814755,-0.404941,0.255698,0.788451,-0.242914,0
0.437458,0.445938,-0.981013,0.488295,0.392836,-0.928015,0.392965,0.392979,-0.913709,0.531232,0.433211,-0.589928,0.366897,0.43448,-0.502073,0.682363,0.814103,-0.418898,0.246973,0.794476,-0.309763,0
0.434016,0.452772,-0.959791,0.485933,0.398492,-0.907004,0.389797,0.396132,-0.892397,0.525085,0.437288,-0.57797,0.363235,0.436345,-0.488622,0.673302,0.809322,-0.373702,0.24456,0.795164,-0.308644,0
0.431913,0.457056,-0.936761,0.482576,0.401383,-0.889007,0.388138,0.40196,-0.879121,0.5201,0.438268,-0.570329,0.361939,0.441758,-0.495535,0.666061,0.799245,-0.34084,0.244471,0.794585,-0.312483,0
0.428202,0.458066,-0.852295,0.477815,0.401587,-0.801066,0.385897,0.406372,-0.783161,0.51779,0.438123,-0.490438,0.36173,0.447148,-0.38484,0.658474,0.780311,-0.310453,0.248349,0.791618,-0.238036,0
0.427317,0.459303,-0.836445,0.477579,0.402966,-0.790818,0.385561,0.407761,-0.770458,0.517726,0.439796,-0.497979,0.362748,0.448112,-0.382787,0.658754,0.78143,-0.319189,0.250691,0.791278,-0.251139,0
0.426473,0.458285,-0.791486,0.476419,0.402423,-0.744989,0.385215,0.407768,-0.72323,0.51666,0.439263,-0.458474,0.36331,0.448357,-0.337507,0.658303,0.779653,-0.305467,0.251888,0.787901,-0.208003,0
0.424163,0.453394,-0.759644,0.473854,0.399083,-0.714269,0.384508,0.402996,-0.69494,0.515116,0.437752,-0.427032,0.363763,0.444657,-0.316233,0.656723,0.77872,-0.282035,0.253139,0.781202,-0.17326,0
0.422468,0.447674,-0.774442,0.471811,0.394897,-0.72881,0.383741,0.397426,-0.708846,0.513827,0.434477,-0.441003,0.363731,0.438824,-0.326258,0.656056,0.777468,-0.293758,0.253298,0.777761,-0.191415,0
0.420715,0.440281,-0.854028,0.470008,0.389702,-0.805157,0.382659,0.390521,-0.785622,0.512262,0.430464,-0.500318,0.363023,0.431808,-0.388438,0.654024,0.770411,-0.330242,0.253643,0.771704,-0.244641,0
0.417114,0.441786,-0.835944,0.467165,0.390585,-0.795385,0.381051,0.39321,-0.768184,0.510274,0.430434,-0.511294,0.36213,0.434382,-0.37501,0.653913,0.770195,-0.353615,0.254462,0.77156,-0.223673,0
0.41412,0.444993,-0.792535,0.464975,0.393329,-0.750538,0.379559,0.397735,-0.721026,0.508193,0.433052,-0.476765,0.360698,0.439445,-0.319494,0.65281,0.770855,-0.357425,0.25457,0.773394,-0.161689,0
0.410331,0.447387,-0.854793,0.462111,0.395818,-0.810943,0.377842,0.40029,-0.783707,0.506024,0.436034,-0.522514,0.360004,0.44176,-0.383781,0.650062,0.769757,-0.366234,0.254522,0.7738,-0.216319,0
0.410353,0.449098,-0.911756,0.461243,0.397199,-0.86445,0.377411,0.401908,-0.841784,0.504453,0.436674,-0.556211,0.359106,0.443148,-0.431731,0.649498,0.768427,-0.386561,0.253802,0.776316,-0.245104,0
0.414935,0.448676,-0.879445,0.463896,0.397609,-0.829478,0.378156,0.40065,-0.812431,0.50489,0.436126,-0.52542,0.359358,0.44211,-0.421425,0.649562,0.767801,-0.363354,0.253241,0.778532,-0.244555,0
0.429454,0.450511,-0.903658,0.473641,0.400024,-0.844734,0.384961,0.402573,-0.833476,0.505792,0.43655,-0.511722,0.360897,0.442214,-0.441379,0.645938,0.765399,-0.302121,0.249941,0.781735,-0.284928,0
0.443724,0.458053,-0.955245,0.481204,0.40613,-0.896145,0.395456,0.409618,-0.895579,0.507835,0.439528,-0.5306,0.36428,0.445865,-0.511516,0.645314,0.767018,-0.297848,0.248763,0.782823,-0.347291,0
0.44641,0.471416,-0.906874,0.483287,0.415415,-0.849402,0.400137,0.422747,-0.852994,0.509027,0.449227,-0.491526,0.36643,0.458049,-0.492493,0.642321,0.765265,-0.267596,0.250121,0.782989,-0.329238,0
0.449581,0.474507,-0.933379,0.484993,0.419074,-0.874076,0.403694,0.427399,-0.874229,0.510437,0.454606,-0.51064,0.368269,0.462174,-0.497306,0.641924,0.769868,-0.27925,0.253102,0.781583,-0.33745,0
0.45012,0.475039,-0.900185,0.485719,0.421,-0.841737,0.405107,0.428329,-0.841124,0.511661,0.45699,-0.490952,0.369595,0.462523,-0.472884,0.642649,0.771854,-0.274401,0.256065,0.776743,-0.332626,0
0.45038,0.474274,-0.82044,0.486063,0.421276,-0.766509,0.405925,0.428223,-0.761917,0.5122,0.457443,-0.444312,0.370544,0.462254,-0.406481,0.642245,0.771742,-0.255118,0.257353,0.771627,-0.286567,0
0.44387,0.47196,-0.914218,0.483955,0.420474,-0.856047,0.40075,0.424754,-0.849979,0.510766,0.457093,-0.500502,0.370002,0.45959,-0.458965,0.647979,0.789835,-0.315188,0.255917,0.773147,-0.330884,0
0.428158,0.47064,-0.905146,0.473722,0.419917,-0.847729,0.388611,0.423973,-0.842127,0.506036,0.456916,-0.490618,0.367376,0.459365,-0.457272,0.633989,0.782398,-0.274006,0.253653,0.7729,-0.296493,0
0.420948,0.49014,-0.894862,0.46587,0.439578,-0.838019,0.38393,0.441581,-0.83273,0.502283,0.472335,-0.469259,0.365006,0.473434,-0.444268,0.620279,0.768649,-0.224562,0.265955,0.772484,-0.274853,0
0.418061,0.525728,-0.796601,0.461137,0.468862,-0.749898,0.38318,0.471958,-0.744704,0.49896,0.496013,-0.393987,0.365047,0.497964,-0.364968,0.614893,0.764841,-0.146637,0.27673,0.769841,-0.185497,0
0.425254,0.543503,-0.84043,0.466909,0.489914,-0.785548,0.392519,0.492609,-0.795977,0.499821,0.510132,-0.392436,0.369273,0.510944,-0.433688,0.614654,0.778662,-0.104233,0.276043,0.770516,-0.241739,0
0.434157,0.54672,-0.812525,0.473294,0.494819,-0.760534,0.401937,0.499385,-0.768237,0.501929,0.51426,-0.379049,0.373513,0.515599,-0.40782,0.612273,0.778829,-0.096653,0.286383,0.764858,-0.22704,0
0.439689,0.54465,-0.89629,0.47757,0.493686,-0.844447,0.405882,0.497173,-0.854304,0.504274,0.514063,-0.447663,0.375103,0.51491,-0.488206,0.606633,0.772092,-0.138335,0.285885,0.764517,-0.288706,0
0.441619,0.541395,-0.801801,0.478699,0.493383,-0.745397,0.407508,0.494275,-0.758072,0.504412,0.513984,-0.347655,0.37564,0.512712,-0.402707,0.603007,0.768561,-0.075276,0.282832,0.762358,-0.218164,0
0.442479,0.537105,-0.761667,0.479182,0.49131,-0.707245,0.407933,0.489398,-0.715033,0.504595,0.513643,-0.327717,0.375922,0.509567,-0.361709,0.601561,0.76911,-0.066382,0.278257,0.756673,-0.167152,0
0.446221,0.536474,-0.779642,0.479927,0.491888,-0.723917,0.410365,0.489091,-0.732281,0.504755,0.514556,-0.338025,0.376388,0.508526,-0.377169,0.594234,0.757375,-0.088194,0.279766,0.755601,-0.195722,0
0.447542,0.534959,-0.746013,0.479772,0.491479,-0.687536,0.41096,0.488102,-0.694961,0.503224,0.514225,-0.30868,0.375352,0.506876,-0.344002,0.585732,0.753711,-0.103547,0.273879,0.770062,-0.140956,0
0.445585,0.534363,-0.703365,0.478012,0.491372,-0.64875,0.40902,0.48766,-0.651803,0.500663,0.514254,-0.287297,0.372425,0.506149,-0.306154,0.581194,0.753702,-0.10356,0.271124,0.768807,-0.085992,0
0.444912,0.535441,-0.700192,0.477025,0.492763,-0.646658,0.408011,0.489669,-0.650531,0.498951,0.516071,-0.292231,0.370484,0.507981,-0.311976,0.579734,0.753895,-0.117374,0.269125,0.777446,-0.097654,0
0.444352,0.527037,-0.698589,0.476191,0.486222,-0.645124,0.407502,0.483002,-0.644455,0.49871,0.510197,-0.311427,0.36979,0.504511,-0.309641,0.588617,0.74386,-0.160273,0.271809,0.774819,-0.082984,0
0.44523,0.527148,-0.730196,0.476461,0.485237,-0.676285,0.407988,0.482485,-0.675708,0.502581,0.508064,-0.330107,0.371922,0.503907,-0.332887,0.600187,0.736113,-0.16724,0.283264,0.772178,-0.106967,0
0.446271,0.527351,-0.774354,0.477594,0.484148,-0.723963,0.408798,0.4828,-0.723387,0.507501,0.506891,-0.378497,0.374221,0.503922,-0.383902,0.60675,0.733403,-0.194941,0.292074,0.768592,-0.1522,0
0.44953,0.521947,-0.818297,0.479291,0.476597,-0.766803,0.411157,0.476865,-0.76798,0.510804,0.501338,-0.422099,0.376951,0.501098,-0.432911,0.615004,0.731443,-0.243194,0.292235,0.769518,-0.19716,0
0.454072,0.517076,-0.74983,0.480855,0.472891,-0.695091,0.413754,0.472963,-0.695695,0.511456,0.498109,-0.358056,0.378163,0.498794,-0.365059,0.617415,0.731977,-0.21781,0.294041,0.770221,-0.155822,0
0.4593,0.517914,-0.781826,0.483656,0.474444,-0.727799,0.418502,0.475464,-0.727733,0.511944,0.4992,-0.390024,0.379116,0.499834,-0.393266,0.617167,0.733006,-0.23896,0.294231,0.771739,-0.164127,0
0.459933,0.522344,-0.734719,0.484736,0.478731,-0.682591,0.420076,0.480981,-0.679035,0.512099,0.501696,-0.352755,0.379525,0.502371,-0.341786,0.614111,0.732774,-0.222658,0.29469,0.771638,-0.115129,0
0.461624,0.522433,-0.681351,0.485825,0.479177,-0.627503,0.42165,0.481184,-0.62623,0.511542,0.502248,-0.29904,0.378829,0.502194,-0.299096,0.602669,0.728855,-0.170735,0.287904,0.770023,-0.096602,0
0.458185,0.519385,-0.712945,0.483136,0.475642,-0.655812,0.417926,0.477772,-0.657259,0.509295,0.500628,-0.314041,0.377645,0.500816,-0.314679,0.599688,0.72547,-0.16524,0.285859,0.76421,-0.098436,0
0.450184,0.518371,-0.705311,0.480338,0.474744,-0.649028,0.412864,0.474559,-0.647073,0.507709,0.499601,-0.312352,0.377039,0.497761,-0.309659,0.5974,0.726588,-0.175271,0.279843,0.762788,-0.09268,0
0.448485,0.51724,-0.653354,0.479158,0.474035,-0.600501,0.410902,0.472732,-0.59748,0.50595,0.49909,-0.287356,0.375737,0.495604,-0.276287,0.596016,0.727738,-0.169739,0.274687,0.762619,-0.089518,0
0.44607,0.51704,-0.658975,0.477875,0.474012,-0.606202,0.409409,0.471524,-0.60492,0.504998,0.499121,-0.282543,0.374685,0.494499,-0.278882,0.593831,0.728126,-0.155098,0.273524,0.761134,-0.086569,0
0.451803,0.51993,-0.665325,0.478979,0.477623,-0.612761,0.413169,0.478215,-0.615702,0.50441,0.500947,-0.288007,0.374522,0.497694,-0.308491,0.593072,0.730216,-0.156703,0.275405,0.762025,-0.119343,0
0.467715,0.523638,-0.655899,0.488679,0.479881,-0.603384,0.427305,0.482389,-0.609508,0.506998,0.502766,-0.275679,0.376467,0.501533,-0.31044,0.592426,0.730114,-0.131955,0.279073,0.761139,-0.128724,0
0.467409,0.524951,-0.659807,0.489276,0.480653,-0.608514,0.427489,0.483564,-0.611007,0.508598,0.502881,-0.284405,0.377545,0.502062,-0.302113,0.596061,0.730765,-0.144735,0.282086,0.762848,-0.12009,0
0.46497,0.52474,-0.73537,0.488855,0.481204,-0.678416,0.425571,0.48277,-0.680047,0.510575,0.50389,-0.330457,0.377544,0.501197,-0.343177,0.597888,0.734769,-0.180775,0.281909,0.762948,-0.12529,0
0.458745,0.527156,-0.7657,0.487896,0.483696,-0.711851,0.421301,0.484472,-0.714414,0.511963,0.506165,-0.366891,0.377391,0.502832,-0.385646,0.602123,0.741654,-0.192854,0.281978,0.762908,-0.160904,0
0.453575,0.534013,-0.786402,0.486154,0.487517,-0.735505,0.41702,0.489106,-0.735239,0.513097,0.507657,-0.399613,0.377245,0.507243,-0.404545,0.606806,0.742152,-0.232653,0.285475,0.761223,-0.177324,0
0.453649,0.536041,-0.72539,0.486395,0.489279,-0.680177,0.417307,0.491033,-0.672206,0.515314,0.508626,-0.370695,0.378276,0.508601,-0.341719,0.609713,0.741325,-0.247091,0.291345,0.760644,-0.117306,0
0.455497,0.539776,-0.831587,0.487919,0.492846,-0.787158,0.419215,0.493044,-0.785053,0.516598,0.511674,-0.47055,0.380309,0.509735,-0.467292,0.609447,0.742604,-0.314746,0.289335,0.761823,-0.22315,0
0.459877,0.540859,-0.716392,0.490157,0.495118,-0.667085,0.423389,0.493509,-0.666486,0.516816,0.51449,-0.347921,0.381567,0.509325,-0.353515,0.604506,0.744604,-0.216669,0.282992,0.763426,-0.136855,0
0.4663,0.542354,-0.670015,0.492029,0.496433,-0.62339,0.428237,0.494881,-0.6224,0.516245,0.515638,-0.313796,0.382855,0.510119,-0.317171,0.600967,0.744513,-0.19118,0.283236,0.763777,-0.099866,0
0.467032,0.541774,-0.675353,0.492271,0.49631,-0.626597,0.42871,0.494256,-0.62544,0.515629,0.515845,-0.311793,0.383155,0.509407,-0.314748,0.599028,0.744965,-0.188137,0.283342,0.762345,-0.101981,0
0.46174,0.538216,-0.709139,0.489891,0.493949,-0.657942,0.424308,0.491278,-0.655466,0.515547,0.51459,-0.335071,0.38214,0.506974,-0.329841,0.599265,0.7449,-0.204683,0.281169,0.760167,-0.121799,0
0.454487,0.53505,-0.694868,0.485953,0.491254,-0.645282,0.419028,0.489672,-0.637123,0.515208,0.512627,-0.326038,0.381342,0.505616,-0.303668,0.600583,0.743761,-0.202698,0.281188,0.759526,-0.094696,0
0.447405,0.534768,-0.743729,0.483113,0.49056,-0.692984,0.41442,0.489336,-0.688266,0.514428,0.51186,-0.361277,0.380726,0.505144,-0.345085,0.603026,0.745225,-0.218486,0.281937,0.758727,-0.114851,0
0.444587,0.533192,-0.828799,0.481593,0.488575,-0.776821,0.411855,0.486672,-0.773873,0.514251,0.511034,-0.436683,0.38063,0.504261,-0.429181,0.607644,0.753365,-0.262393,0.282478,0.758236,-0.188209,0
0.444471,0.533032,-0.794005,0.48116,0.488323,-0.743464,0.411298,0.486713,-0.739679,0.514145,0.509614,-0.407426,0.380554,0.504106,-0.393713,0.611358,0.753576,-0.246954,0.284087,0.758097,-0.163632,0
